0.5625;0.5625;0.571429;0.5;0.681818;0.4;0.277778;0.3;600
0.5625;0.5;0.571429;0.714286;0.772727;0.4;0.166667;0.2;614
0.5;0.5625;0.642857;0.571429;0.636364;0.2;0.277778;0.4;617
0.875;0.5625;1;0.642857;0.590909;0.5;0.611111;0.3;783
0.625;0.5;0.714286;0.642857;0.590909;0.4;0.333333;0.2;628
0.75;0.5;0.5;0.857143;0.772727;0.3;0.388889;0.1;670
0.8125;0.4375;0.5;0.642857;0.727273;0.3;0.333333;0.2;638
0.625;0.4375;0.642857;0.642857;0.727273;0.5;0.388889;0.3;660
0.5625;0.6875;0.285714;0.785714;0.818182;0.4;0.277778;0.1;630
0.75;0.5;0.857143;0.5;0.727273;0.6;0.666667;0.5;782

